author_decade,poetry_comments,poetry_name,author_name
清代,"
浓似春云淡似烟，参差绿到大江边。斜阳流水推篷坐，翠色随人欲上船。
",富春至严陵山水甚佳,纪昀
南北朝,"
泻水置平地，各自东西南北流。人生亦有命，安能行叹复坐愁？酌酒以自宽，举杯断绝歌路难。心非木石岂无感？吞声踯躅不敢言。
",拟行路难·其四,鲍照
宋代,"
世事短如春梦，人情薄似秋云。不须计较苦劳心。万事原来有命。幸遇三杯酒好，况逢一朵花新。片时欢笑且相亲。明日阴晴未定。
",西江月·世事短如春梦,朱敦儒
南北朝,"
泻水置平地，各自东西南北流。人生亦有命，安能行叹复坐愁？酌酒以自宽，举杯断绝歌路难。心非木石岂无感？吞声踯躅不敢言。
",拟行路难·其四,鲍照
清代,"
寄吴汉槎宁古塔，以词代书，丙辰冬，寓京师千佛寺，冰雪中作。
季子平安否？便归来，平生万事，那堪回首！行路悠悠谁慰藉，母老家贫子幼。记不起，从前杯酒。魑魅搏人应见惯，总输他，覆雨翻云手，冰与雪，周旋久。泪痕莫滴牛衣透，数天涯，依然骨肉，几家能够？比似红颜多命薄，更不如今还有。只绝塞，苦寒难受。廿载包胥承一诺，盼乌头马角终相救。置此札，君怀袖。 
我亦飘零久！十年来，深恩负尽，死生师友。宿昔齐名非忝窃，只看杜陵消瘦，曾不减，夜郎僝僽，薄命长辞知已别，问人生到此凄凉否？千万恨，为君剖。(只看 一作：试看)兄生辛未吾丁丑，共此时，冰霜摧折，早衰蒲柳。诗赋从今须少作，留取心魂相守。但愿得，河清人寿！归日急翻行戍稿，把空名料理传身后。言不尽，观顿首。
",金缕曲二首,顾贞观
宋代,"
潇洒江梅，向竹梢疏处，横两三枝。东君也不爱惜，雪压霜欺。无情燕子，怕春寒、轻失花期。却是有，年年塞雁，归来曾见开时。 清浅小溪如练，问玉堂何似，茅舍疏篱。伤心故人去后，冷落新诗。微云淡月，对江天、分付他谁。空自忆，清香未减，风流不在人知。
",汉宫春·梅,晁冲之
宋代,"
别茂嘉十二弟。鹈鴂、杜鹃实两种，见《离骚补注》绿树听鹈鴂。更那堪、鹧鸪声住，杜鹃声切。啼到春归无寻处，苦恨芳菲都歇。算未抵、人间离别。马上琵琶关塞黑，更长门、翠辇辞金阙。看燕燕，送归妾。 将军百战身名裂。向河梁、回头万里，故人长绝。易水萧萧西风冷，满座衣冠似雪。正壮士、悲歌未彻。啼鸟还知如许恨，料不啼清泪长啼血。谁共我，醉明月。
",贺新郎·别茂嘉十二弟,辛弃疾
宋代,"
江山自雄丽，风露与高寒。寄声月姊，借我玉鉴此中看。幽壑鱼龙悲啸，倒影星辰摇动，海气夜漫漫。涌起白银阙，危驻紫金山。 表独立，飞霞佩，切云冠。漱冰濯雪，眇视万里一毫端。回首三山何处，闻道群仙笑我，要我欲俱还。挥手从此去，翳凤更骖鸾。
",水调歌头·金山观月,张孝祥
宋代,"
我是清都山水郎，天教分付与疏狂。曾批给雨支风券，累上留云借月章。诗万首，酒千觞。几曾着眼看侯王？玉楼金阙慵归去，且插梅花醉洛阳。
",鹧鸪天·西都作,朱敦儒
唐代,"
众岫耸寒色，精庐向此分。流星透疏木，走月逆行云。(疏木 一作：疏水)绝顶人来少，高松鹤不群。一僧年八十，世事未曾闻。
",宿山寺,贾岛
唐代,"
故国三千里，深宫二十年。一声何满子，双泪落君前。
",宫词·故国三千里,张祜
宋代,"
　　司马温公幼时，患记问不若人。群居讲习，众兄弟既成诵，游息矣；独下帷绝编，迨能倍诵乃止。用力多者收功远，其所精诵，乃终身不忘也。温公尝言：“书不可不成诵。或在马上，或中夜不寝时，咏其文，思其义，所得多矣。”（选自朱熹编辑的《三朝名臣言行录》）
",司马光好学,朱熹
宋代,"
鸣骹直上一千尺，天静无风声更干。碧眼胡儿三百骑，尽提金勒向云看。
",塞上,柳开
唐代,"
鹅湖山下稻粱肥，豚栅鸡栖半掩扉。 桑柘影斜春社散，家家扶得醉人归。
",社日,王驾
唐代,"
弄石临溪坐，寻花绕寺行。时时闻鸟语，处处是泉声。
",遗爱寺,白居易
唐代,"
鸣筝金粟柱，素手玉房前。欲得周郎顾，时时误拂弦。
",听筝,李端
先秦,"
曰：遂古之初，谁传道之？上下未形，何由考之？冥昭瞢暗，谁能极之？冯翼惟象，何以识之？明明暗暗，惟时何为？阴阳三合，何本何化？圜则九重，孰营度之？惟兹何功，孰初作之？斡维焉系，天极焉加？八柱何当，东南何亏？九天之际，安放安属？隅隈多有，谁知其数？天何所沓？十二焉分？日月安属？列星安陈？出自汤谷，次于蒙汜。自明及晦，所行几里？夜光何德，死则又育？厥利维何，而顾菟在腹？女岐无合，夫焉取九子？伯强何处？惠气安在？何阖而晦？何开而明？角宿未旦，曜灵安藏？不任汩鸿，师何以尚之？佥曰“何忧，何不课而行之？”鸱龟曳衔，鲧何听焉？顺欲成功，帝何刑焉？永遏在羽山，夫何三年不施？伯禹愎鲧，夫何以变化？纂就前绪，遂成考功。何续初继业，而厥谋不同？洪泉极深，何以窴之？地方九则，何以坟之？河海应龙？何尽何历？鲧何所营？禹何所成？康回冯怒，墬何故以东南倾？九州安错？川谷何洿？东流不溢，孰知其故？东西南北，其修孰多？南北顺椭，其衍几何？昆仑悬圃，其尻安在？增城九重，其高几里？四方之门，其谁从焉？西北辟启，何气通焉？日安不到？烛龙何照？羲和之未扬，若华何光？何所冬暖？何所夏寒？焉有石林？何兽能言？焉有虬龙，负熊以游？雄虺九首，鯈忽焉在？何所不死？长人何守？靡蓱九衢，枲华安居？灵蛇吞象，厥大何如？黑水玄趾，三危安在？延年不死，寿何所止？鲮鱼何所？鬿堆焉处？羿焉彃日？乌焉解羽？禹之力献功，降省下土四方。焉得彼嵞山女，而通之於台桑？闵妃匹合，厥身是继。胡维嗜不同味，而快鼌饱？启代益作后，卒然离蠥。何启惟忧，而能拘是达？皆归射鞫，而无害厥躬。何后益作革，而禹播降？启棘宾商，《九辨》《九歌》。何勤子屠母，而死分竟地？帝降夷羿，革孽夏民。胡射夫河伯，而妻彼雒嫔？冯珧利决，封豨是射。何献蒸肉之膏，而后帝不若？浞娶纯狐，眩妻爰谋。何羿之射革，而交吞揆之？阻穷西征，岩何越焉？化而为黄熊，巫何活焉？咸播秬黍，莆雚是营。何由并投，而鲧疾修盈？白蜺婴茀，胡为此堂？安得夫良药，不能固臧？天式从横，阳离爰死。大鸟何鸣，夫焉丧厥体？蓱号起雨，何以兴之？撰体协胁，鹿何膺之？鳌戴山抃，何以安之？释舟陵行，何之迁之？惟浇在户，何求于嫂？何少康逐犬，而颠陨厥首？女歧缝裳，而馆同爰止。何颠易厥首，而亲以逢殆？汤谋易旅，何以厚之？覆舟斟寻，何道取之？桀伐蒙山，何所得焉？妺嬉何肆，汤何殛焉？舜闵在家，父何以鳏？尧不姚告，二女何亲？厥萌在初，何所亿焉？璜台十成，谁所极焉？登立为帝，孰道尚之？女娲有体，孰制匠之？舜服厥弟，终然为害。何肆犬豕，而厥身不危败？吴获迄古，南岳是止。孰期去斯，得两男子？缘鹄饰玉，后帝是飨。何承谋夏桀，终以灭丧？帝乃降观，下逢伊挚。何条放致罚，而黎服大说？简狄在台，喾何宜？玄鸟致贻，女何喜？该秉季德，厥父是臧。胡终弊于有扈，牧夫牛羊？干协时舞，何以怀之？平胁曼肤，何以肥之？有扈牧竖，云何而逢？击床先出，其命何从？恒秉季德，焉得夫朴牛？何往营班禄，不但还来？昏微循迹，有狄不宁。何繁鸟萃棘，负子肆情？眩弟并淫，危害厥兄。何变化以作诈，而后嗣逢长？成汤东巡，有莘爰极。何乞彼小臣，而吉妃是得？水滨之木，得彼小子。夫何恶之，媵有莘之妇？汤出重泉，夫何辠尤？不胜心伐帝，夫谁使挑之？会朝争盟，何践吾期？苍鸟群飞，孰使萃之？列击纣躬，叔旦不嘉。何亲揆发足，周之命以咨嗟？授殷天下，其位安施？反成乃亡，其罪伊何？争遣伐器，何以行之？并驱击翼，何以将之？昭后成游，南土爰底。厥利惟何，逢彼白雉？穆王巧梅，夫何为周流？环理天下，夫何索求？妖夫曳炫，何号于市？周幽谁诛？焉得夫褒姒？天命反侧，何罚何佑？齐桓九会，卒然身杀。彼王纣之躬，孰使乱惑？何恶辅弼，谗谄是服？比干何逆，而抑沈之？雷开阿顺，而赐封之？何圣人之一德，卒其异方？梅伯受醢，箕子详狂？稷维元子，帝何竺之？投之于冰上，鸟何燠之？何冯弓挟矢，殊能将之？既惊帝切激，何逢长之？伯昌号衰，秉鞭作牧。何令彻彼岐社，命有殷国？迁藏就岐，何能依？殷有惑妇，何所讥？受赐兹醢，西伯上告。何亲就上帝罚，殷之命以不救？师望在肆，昌何识？鼓刀扬声，后何喜？武发杀殷，何所悒？载尸集战，何所急？伯林雉经，维其何故？何感天抑墬，夫谁畏惧？皇天集命，惟何戒之？受礼天下，又使至代之？初汤臣挚，后兹承辅。何卒官汤，尊食宗绪？勋阖梦生，少离散亡。何壮武历，能流厥严？彭铿斟雉，帝何飨？受寿永多，夫何久长？中央共牧，后何怒？蜂蛾微命，力何固？惊女采薇，鹿何佑？北至回水，萃何喜？兄有噬犬，弟何欲？易之以百两，卒无禄？薄暮雷电，归何忧？厥严不奉，帝何求？伏匿穴处，爰何云？荆勋作师，夫何长？悟过改更，我又何言？吴光争国，久余是胜。何环穿自闾社丘陵，爰出子文？吾告堵敖以不长。何试上自予，忠名弥彰？
",天问,屈原
宋代,"
陌上柔桑破嫩芽，东邻蚕种已生些。平冈细草鸣黄犊，斜日寒林点暮鸦。山远近，路横斜，青旗沽酒有人家。城中桃李愁风雨，春在溪头荠菜花。
",鹧鸪天·陌上柔桑破嫩芽,辛弃疾
魏晋,"
南国有佳人，容华若桃李。朝游江北岸，夕宿潇湘沚。时俗薄朱颜，谁为发皓齿？俯仰岁将暮，荣耀难久恃。
",杂诗七首·其四,曹植
宋代,"
闾丘大夫孝终公显尝守黄州，作栖霞楼，为郡中胜绝。元丰五年，余谪居黄。正月十七日，梦扁舟渡江，中流回望，楼中歌乐杂作。舟中人言：公显方会客也。觉而异之，乃作此词。公显时已致仕在苏州。
小舟横截春江，卧看翠壁红楼起。云间笑语，使君高会，佳人半醉。危柱哀弦，艳歌余响，绕云萦水。念故人老大，风流未减，独回首、烟波里。推枕惘然不见，但空江、月明千里。五湖闻道，扁舟归去，仍携西子。云梦南州，武昌东岸，昔游应记。料多情梦里，端来见我，也参差是。
",水龙吟·闾丘大夫孝终公显尝守黄州,苏轼
唐代,"
旷野饶悲风，飕飕黄蒿草。系马倚白杨，谁知我怀抱。 所是同袍者，相逢尽衰老。北登汉家陵，南望长安道。 下有枯树根，上有鼯鼠窠。高皇子孙尽，千载无人过。 宝玉频发掘，精灵其奈何。人生须达命，有酒且长歌。
",长歌行,王昌龄
唐代,"
日色欲尽花含烟，月明欲素愁不眠。(欲素 一作：如素)赵瑟初停凤凰柱，蜀琴欲奏鸳鸯弦。此曲有意无人传，愿随春风寄燕然。忆君迢迢隔青天，昔日横波目，今作流泪泉。不信妾断肠，归来看取明镜前。(断肠 一作：肠断)
",长相思·其二,李白
清代,"
春愁难遣强看山，往事惊心泪欲潸。四百万人同一哭，去年今日割台湾。
",春愁,丘逢甲
唐代,"
栖乌喜林曙，惊蓬伤岁阑。关河三尺雪，何处是天山。朔风无重衣，仆马饥且寒。惨戚别妻子，迟回出门难。男儿值休明，岂是长泥蟠。何者为木偶，何人侍金銮。郁郁守贫贱，悠悠亦无端。进不图功名，退不处岩峦。穷通在何日，光景如跳丸。富贵苦不早，令人摧心肝。誓期春之阳，一振摩霄翰。
",游子吟,陈陶
先秦,"
　　大夫登徒子侍于楚王，短宋玉曰：""玉为人体貌闲丽，口多微辞，又性好色。愿王勿与出入后宫。""　　　王以登徒子之言问宋玉。玉曰：""体貌闲丽，所受于天也；口多微辞，所学于师也；至于好色，臣无有也。""王曰：""子不好色，亦有说乎？有说则止，无说则退。""玉曰：""天下之佳人莫若楚国，楚国之丽者莫若臣里，臣里之美者莫若臣东家之子。东家之子，增之一分则太长，减之一分则太短 ；著粉则太白，施朱则太赤；眉如翠羽，肌如白雪；腰如束素，齿如含贝；嫣然一笑，惑阳城，迷下蔡。然此女登墙窥臣三年，至今未许也。登徒子则不然：其妻蓬头挛耳，齞唇历齿，旁行踽偻，又疥且痔。登徒子悦之，使有五子。王孰察之，谁为好色者矣。""　　是时，秦章华大夫在侧，因进而称曰：""今夫宋玉盛称邻之女，以为美色，愚乱之邪；臣自以为守德，谓不如彼矣。且夫南楚穷巷之妾，焉足为大王言乎?若臣之陋，目所曾睹者，未敢云也。""王曰：""试为寡人说之。""大夫曰：""唯唯。臣少曾远游，周览九土，足历五都。出咸阳、熙邯郸，从容郑、卫、溱 、洧之间 。是时向春之末 ，迎夏之阳，鸧鹒喈喈，群女出桑。此郊之姝，华色含光，体美容冶，不待饰装。臣观其丽者，因称诗曰：'遵大路兮揽子祛'。赠以芳华辞甚妙。于是处子怳若有望而不来，忽若有来而不见。意密体疏，俯仰异观；含喜微笑，窃视流眄。复称诗曰：'寐春风兮发鲜荣，洁斋俟兮惠音声，赠我如此兮不如无生。'因迁延而辞避。盖徒以微辞相感动。精神相依凭；目欲其颜，心顾其义，扬《诗》守礼，终不过差，故足称也。""　　于是楚王称善，宋玉遂不退。
",登徒子好色赋,宋玉
